Cement (component 1)(kg in a m^3 mixture),Cementitious_Ratio (by mass),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Blast_Furnace_Slag_Ratio (by mass),Fly Ash (component 3)(kg in a m^3 mixture),fly_ash_ratio (of total weight),"Fly_Ash_Ratio (of total cementitious materials, by mass)",Water  (component 4)(kg in a m^3 mixture),Water_ratio (total by weight),Water-to-Cementitious_Ratio,Superplasticizer (component 5)(kg in a m^3 mixture),Superplasticizer_Ratio (by mass),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Coarse_Aggregate_Ratio (by mass),Fine Aggregate (component 7)(kg in a m^3 mixture),Sand_Ratio (by mass),Age (day),Total Mass of 1 m^3,"Concrete compressive strength(MPa, megapascals) "
212.0 ,0.0930 ,141.3 ,0.0620 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0892 ,0.9599 ,0.0 ,0.0000 ,973.4 ,0.4269 ,750.0 ,0.3289 ,28 ,2280.2,33.00 
102.0 ,0.0448 ,153.0 ,0.0672 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0844 ,1.8824 ,0.0 ,0.0000 ,887.0 ,0.3897 ,942.0 ,0.4139 ,28 ,2276.0,17.28 
173.0 ,0.0757 ,116.0 ,0.0508 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0840 ,1.1098 ,0.0 ,0.0000 ,946.8 ,0.4144 ,856.8 ,0.3750 ,28 ,2284.6,24.28 
183.9 ,0.0810 ,122.6 ,0.0540 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.1066 ,0.0 ,0.0000 ,959.2 ,0.4227 ,800.0 ,0.3525 ,28 ,2269.2,24.05 
133.0 ,0.0580 ,200.0 ,0.0873 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0838 ,1.4436 ,0.0 ,0.0000 ,927.4 ,0.4047 ,839.2 ,0.3662 ,90 ,2291.6,36.59 
192.0 ,0.0828 ,288.0 ,0.1243 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0828 ,1.0000 ,0.0 ,0.0000 ,929.8 ,0.4011 ,716.1 ,0.3089 ,90 ,2317.9,50.73 
133.0 ,0.0580 ,200.0 ,0.0873 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0838 ,1.4436 ,0.0 ,0.0000 ,927.4 ,0.4047 ,839.2 ,0.3662 ,7 ,2291.6,13.66 
305.3 ,0.1322 ,203.5 ,0.0881 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0881 ,0.6666 ,0.0 ,0.0000 ,965.4 ,0.4182 ,631.0 ,0.2733 ,3 ,2308.7,14.14 
236.0 ,0.1023 ,157.0 ,0.0681 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0832 ,0.8136 ,0.0 ,0.0000 ,972.6 ,0.4216 ,749.1 ,0.3247 ,90 ,2306.7,47.78 
108.3 ,0.0479 ,162.4 ,0.0718 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0900 ,1.8790 ,0.0 ,0.0000 ,938.2 ,0.4149 ,849.0 ,0.3754 ,3 ,2261.4,2.33 
157.0 ,0.0682 ,236.0 ,0.1025 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0834 ,1.2229 ,0.0 ,0.0000 ,935.4 ,0.4064 ,781.2 ,0.3394 ,7 ,2301.6,16.89 
288.0 ,0.1240 ,192.0 ,0.0827 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6667 ,0.0 ,0.0000 ,932.0 ,0.4014 ,717.8 ,0.3092 ,7 ,2321.8,23.52 
212.0 ,0.0930 ,141.3 ,0.0620 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0892 ,0.9599 ,0.0 ,0.0000 ,973.4 ,0.4269 ,750.0 ,0.3289 ,3 ,2280.2,6.81 
212.0 ,0.0930 ,141.3 ,0.0620 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0892 ,0.9599 ,0.0 ,0.0000 ,973.4 ,0.4269 ,750.0 ,0.3289 ,90 ,2280.2,39.70 
153.0 ,0.0672 ,102.0 ,0.0448 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0843 ,1.2549 ,0.0 ,0.0000 ,888.0 ,0.3898 ,943.1 ,0.4140 ,28 ,2278.1,17.96 
236.0 ,0.1023 ,157.0 ,0.0681 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0832 ,0.8136 ,0.0 ,0.0000 ,972.6 ,0.4216 ,749.1 ,0.3247 ,28 ,2306.7,32.88 
116.0 ,0.0508 ,173.0 ,0.0758 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,1.6552 ,0.0 ,0.0000 ,909.8 ,0.3986 ,891.9 ,0.3907 ,28 ,2282.7,22.35 
183.9 ,0.0810 ,122.6 ,0.0540 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.1066 ,0.0 ,0.0000 ,959.2 ,0.4227 ,800.0 ,0.3525 ,7 ,2269.2,10.79 
108.3 ,0.0479 ,162.4 ,0.0718 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0900 ,1.8790 ,0.0 ,0.0000 ,938.2 ,0.4149 ,849.0 ,0.3754 ,7 ,2261.4,7.72 
203.5 ,0.0883 ,305.3 ,0.1324 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0883 ,1.0000 ,0.0 ,0.0000 ,963.4 ,0.4178 ,630.0 ,0.2732 ,28 ,2305.7,41.68 
203.5 ,0.0883 ,305.3 ,0.1324 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0883 ,1.0000 ,0.0 ,0.0000 ,963.4 ,0.4178 ,630.0 ,0.2732 ,3 ,2305.7,9.56 
133.0 ,0.0580 ,200.0 ,0.0873 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0838 ,1.4436 ,0.0 ,0.0000 ,927.4 ,0.4047 ,839.2 ,0.3662 ,3 ,2291.6,6.88 
288.0 ,0.1240 ,192.0 ,0.0827 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0827 ,0.6667 ,0.0 ,0.0000 ,932.0 ,0.4014 ,717.8 ,0.3092 ,90 ,2321.8,50.53 
200.0 ,0.0871 ,133.0 ,0.0579 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0836 ,0.9600 ,0.0 ,0.0000 ,965.4 ,0.4204 ,806.2 ,0.3510 ,7 ,2296.6,17.17 
200.0 ,0.0871 ,133.0 ,0.0579 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0836 ,0.9600 ,0.0 ,0.0000 ,965.4 ,0.4204 ,806.2 ,0.3510 ,28 ,2296.6,30.44 
250.2 ,0.1092 ,166.8 ,0.0728 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0888 ,0.8133 ,0.0 ,0.0000 ,977.6 ,0.4265 ,694.1 ,0.3028 ,3 ,2292.2,9.73 
122.6 ,0.0540 ,183.9 ,0.0811 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.6599 ,0.0 ,0.0000 ,958.2 ,0.4224 ,800.1 ,0.3527 ,3 ,2268.3,3.32 
153.0 ,0.0672 ,102.0 ,0.0448 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0843 ,1.2549 ,0.0 ,0.0000 ,888.0 ,0.3898 ,943.1 ,0.4140 ,90 ,2278.1,26.32 
200.0 ,0.0871 ,133.0 ,0.0579 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0836 ,0.9600 ,0.0 ,0.0000 ,965.4 ,0.4204 ,806.2 ,0.3510 ,90 ,2296.6,43.25 
116.0 ,0.0508 ,173.0 ,0.0758 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,1.6552 ,0.0 ,0.0000 ,909.8 ,0.3986 ,891.9 ,0.3907 ,3 ,2282.7,6.28 
173.0 ,0.0757 ,116.0 ,0.0508 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0840 ,1.1098 ,0.0 ,0.0000 ,946.8 ,0.4144 ,856.8 ,0.3750 ,90 ,2284.6,32.10 
250.2 ,0.1092 ,166.8 ,0.0728 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0888 ,0.8133 ,0.0 ,0.0000 ,977.6 ,0.4265 ,694.1 ,0.3028 ,28 ,2292.2,36.96 
305.3 ,0.1322 ,203.5 ,0.0881 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0881 ,0.6666 ,0.0 ,0.0000 ,965.4 ,0.4182 ,631.0 ,0.2733 ,90 ,2308.7,54.60 
192.0 ,0.0828 ,288.0 ,0.1243 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0828 ,1.0000 ,0.0 ,0.0000 ,929.8 ,0.4011 ,716.1 ,0.3089 ,7 ,2317.9,21.48 
157.0 ,0.0682 ,236.0 ,0.1025 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0834 ,1.2229 ,0.0 ,0.0000 ,935.4 ,0.4064 ,781.2 ,0.3394 ,3 ,2301.6,9.69 
153.0 ,0.0672 ,102.0 ,0.0448 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0843 ,1.2549 ,0.0 ,0.0000 ,888.0 ,0.3898 ,943.1 ,0.4140 ,7 ,2278.1,8.37 
141.3 ,0.0621 ,212.0 ,0.0931 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0894 ,1.4402 ,0.0 ,0.0000 ,971.8 ,0.4268 ,748.5 ,0.3287 ,90 ,2277.1,39.66 
116.0 ,0.0508 ,173.0 ,0.0758 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0841 ,1.6552 ,0.0 ,0.0000 ,909.8 ,0.3986 ,891.9 ,0.3907 ,7 ,2282.7,10.09 
141.3 ,0.0621 ,212.0 ,0.0931 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0894 ,1.4402 ,0.0 ,0.0000 ,971.8 ,0.4268 ,748.5 ,0.3287 ,3 ,2277.1,4.83 
122.6 ,0.0540 ,183.9 ,0.0811 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0897 ,1.6599 ,0.0 ,0.0000 ,958.2 ,0.4224 ,800.1 ,0.3527 ,7 ,2268.3,10.35 
166.8 ,0.0729 ,250.2 ,0.1093 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0889 ,1.2200 ,0.0 ,0.0000 ,975.6 ,0.4263 ,692.6 ,0.3026 ,90 ,2288.7,43.57 
203.5 ,0.0883 ,305.3 ,0.1324 ,0.0 ,0.0000 ,0.0000 ,203.5 ,0.0883 ,1.0000 ,0.0 ,0.0000 ,963.4 ,0.4178 ,630.0 ,0.2732 ,90 ,2305.7,51.86 
310.0 ,0.1323 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0819 ,0.6194 ,0.0 ,0.0000 ,1012.0 ,0.4317 ,830.0 ,0.3541 ,3 ,2344.0,11.85 
310.0 ,0.1323 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0819 ,0.6194 ,0.0 ,0.0000 ,1012.0 ,0.4317 ,830.0 ,0.3541 ,7 ,2344.0,17.24 
310.0 ,0.1323 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0819 ,0.6194 ,0.0 ,0.0000 ,1012.0 ,0.4317 ,830.0 ,0.3541 ,28 ,2344.0,27.83 
310.0 ,0.1323 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0819 ,0.6194 ,0.0 ,0.0000 ,1012.0 ,0.4317 ,830.0 ,0.3541 ,90 ,2344.0,35.76 
310.0 ,0.1323 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0819 ,0.6194 ,0.0 ,0.0000 ,1012.0 ,0.4317 ,830.0 ,0.3541 ,120 ,2344.0,38.70 
331.0 ,0.1397 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0810 ,0.5801 ,0.0 ,0.0000 ,1025.0 ,0.4327 ,821.0 ,0.3466 ,3 ,2369.0,14.31 
331.0 ,0.1397 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0810 ,0.5801 ,0.0 ,0.0000 ,1025.0 ,0.4327 ,821.0 ,0.3466 ,7 ,2369.0,17.44 
331.0 ,0.1397 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0810 ,0.5801 ,0.0 ,0.0000 ,1025.0 ,0.4327 ,821.0 ,0.3466 ,28 ,2369.0,31.74 
331.0 ,0.1397 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0810 ,0.5801 ,0.0 ,0.0000 ,1025.0 ,0.4327 ,821.0 ,0.3466 ,90 ,2369.0,37.91 
331.0 ,0.1397 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0810 ,0.5801 ,0.0 ,0.0000 ,1025.0 ,0.4327 ,821.0 ,0.3466 ,120 ,2369.0,39.38 
349.0 ,0.1451 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0798 ,0.5501 ,0.0 ,0.0000 ,1056.0 ,0.4389 ,809.0 ,0.3362 ,3 ,2406.0,15.87 
349.0 ,0.1451 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0798 ,0.5501 ,0.0 ,0.0000 ,1056.0 ,0.4389 ,809.0 ,0.3362 ,7 ,2406.0,9.01 
349.0 ,0.1451 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0798 ,0.5501 ,0.0 ,0.0000 ,1056.0 ,0.4389 ,809.0 ,0.3362 ,28 ,2406.0,33.61 
349.0 ,0.1451 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0798 ,0.5501 ,0.0 ,0.0000 ,1056.0 ,0.4389 ,809.0 ,0.3362 ,90 ,2406.0,40.66 
349.0 ,0.1451 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0798 ,0.5501 ,0.0 ,0.0000 ,1056.0 ,0.4389 ,809.0 ,0.3362 ,120 ,2406.0,40.86 
238.0 ,0.1021 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0798 ,0.7815 ,0.0 ,0.0000 ,1119.0 ,0.4798 ,789.0 ,0.3383 ,7 ,2332.0,12.05 
238.0 ,0.1021 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0798 ,0.7815 ,0.0 ,0.0000 ,1119.0 ,0.4798 ,789.0 ,0.3383 ,28 ,2332.0,17.54 
296.0 ,0.1264 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0795 ,0.6284 ,0.0 ,0.0000 ,1090.0 ,0.4656 ,769.0 ,0.3285 ,7 ,2341.0,18.91 
296.0 ,0.1264 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0795 ,0.6284 ,0.0 ,0.0000 ,1090.0 ,0.4656 ,769.0 ,0.3285 ,28 ,2341.0,25.18 
297.0 ,0.1316 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0824 ,0.6263 ,0.0 ,0.0000 ,1040.0 ,0.4608 ,734.0 ,0.3252 ,7 ,2257.0,30.96 
480.0 ,0.2061 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0824 ,0.4000 ,0.0 ,0.0000 ,936.0 ,0.4019 ,721.0 ,0.3096 ,28 ,2329.0,43.89 
480.0 ,0.2061 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0824 ,0.4000 ,0.0 ,0.0000 ,936.0 ,0.4019 ,721.0 ,0.3096 ,90 ,2329.0,54.28 
397.0 ,0.1684 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0789 ,0.4685 ,0.0 ,0.0000 ,1040.0 ,0.4412 ,734.0 ,0.3114 ,28 ,2357.0,36.94 
281.0 ,0.1198 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0793 ,0.6619 ,0.0 ,0.0000 ,1104.0 ,0.4708 ,774.0 ,0.3301 ,7 ,2345.0,14.50 
281.0 ,0.1199 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0789 ,0.6584 ,0.0 ,0.0000 ,1104.0 ,0.4710 ,774.0 ,0.3302 ,28 ,2344.0,22.44 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,1 ,2438.0,12.64 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,3 ,2438.0,26.06 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,7 ,2438.0,33.21 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,14 ,2438.0,36.94 
500.0 ,0.2051 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,200.0 ,0.0820 ,0.4000 ,0.0 ,0.0000 ,1125.0 ,0.4614 ,613.0 ,0.2514 ,28 ,2438.0,44.09 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,7 ,2451.0,52.61 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,14 ,2451.0,59.76 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,28 ,2451.0,67.31 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,90 ,2451.0,69.66 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,180 ,2451.0,71.62 
540.0 ,0.2203 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,173.0 ,0.0706 ,0.3204 ,0.0 ,0.0000 ,1125.0 ,0.4590 ,613.0 ,0.2501 ,270 ,2451.0,74.17 
350.0 ,0.1520 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0882 ,0.5800 ,0.0 ,0.0000 ,974.0 ,0.4231 ,775.0 ,0.3367 ,7 ,2302.0,18.13 
350.0 ,0.1520 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0882 ,0.5800 ,0.0 ,0.0000 ,974.0 ,0.4231 ,775.0 ,0.3367 ,14 ,2302.0,22.53 
350.0 ,0.1520 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0882 ,0.5800 ,0.0 ,0.0000 ,974.0 ,0.4231 ,775.0 ,0.3367 ,28 ,2302.0,27.34 
350.0 ,0.1520 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0882 ,0.5800 ,0.0 ,0.0000 ,974.0 ,0.4231 ,775.0 ,0.3367 ,56 ,2302.0,29.98 
350.0 ,0.1520 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0882 ,0.5800 ,0.0 ,0.0000 ,974.0 ,0.4231 ,775.0 ,0.3367 ,90 ,2302.0,31.35 
350.0 ,0.1520 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,203.0 ,0.0882 ,0.5800 ,0.0 ,0.0000 ,974.0 ,0.4231 ,775.0 ,0.3367 ,180 ,2302.0,32.72 
385.0 ,0.1674 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0809 ,0.4831 ,0.0 ,0.0000 ,966.0 ,0.4200 ,763.0 ,0.3317 ,1 ,2300.0,6.27 
385.0 ,0.1674 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0809 ,0.4831 ,0.0 ,0.0000 ,966.0 ,0.4200 ,763.0 ,0.3317 ,3 ,2300.0,14.70 
385.0 ,0.1674 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0809 ,0.4831 ,0.0 ,0.0000 ,966.0 ,0.4200 ,763.0 ,0.3317 ,7 ,2300.0,23.22 
385.0 ,0.1674 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0809 ,0.4831 ,0.0 ,0.0000 ,966.0 ,0.4200 ,763.0 ,0.3317 ,14 ,2300.0,27.92 
385.0 ,0.1674 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0809 ,0.4831 ,0.0 ,0.0000 ,966.0 ,0.4200 ,763.0 ,0.3317 ,28 ,2300.0,31.35 
331.0 ,0.1423 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0825 ,0.5801 ,0.0 ,0.0000 ,978.0 ,0.4205 ,825.0 ,0.3547 ,180 ,2326.0,39.00 
331.0 ,0.1423 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0825 ,0.5801 ,0.0 ,0.0000 ,978.0 ,0.4205 ,825.0 ,0.3547 ,360 ,2326.0,41.24 
349.0 ,0.1458 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0802 ,0.5501 ,0.0 ,0.0000 ,1047.0 ,0.4373 ,806.0 ,0.3367 ,3 ,2394.0,14.99 
331.0 ,0.1423 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0825 ,0.5801 ,0.0 ,0.0000 ,978.0 ,0.4205 ,825.0 ,0.3547 ,3 ,2326.0,13.52 
382.0 ,0.1623 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0790 ,0.4869 ,0.0 ,0.0000 ,1047.0 ,0.4448 ,739.0 ,0.3139 ,7 ,2354.0,24.00 
382.0 ,0.1623 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0790 ,0.4869 ,0.0 ,0.0000 ,1047.0 ,0.4448 ,739.0 ,0.3139 ,28 ,2354.0,37.42 
382.0 ,0.1551 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0755 ,0.4869 ,0.0 ,0.0000 ,1111.0 ,0.4511 ,784.0 ,0.3183 ,7 ,2463.0,11.47 
281.0 ,0.1198 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,186.0 ,0.0793 ,0.6619 ,0.0 ,0.0000 ,1104.0 ,0.4708 ,774.0 ,0.3301 ,28 ,2345.0,22.44 
339.0 ,0.1444 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0788 ,0.5457 ,0.0 ,0.0000 ,1069.0 ,0.4555 ,754.0 ,0.3213 ,7 ,2347.0,21.16 
339.0 ,0.1444 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0788 ,0.5457 ,0.0 ,0.0000 ,1069.0 ,0.4555 ,754.0 ,0.3213 ,28 ,2347.0,31.84 
295.0 ,0.1273 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0798 ,0.6271 ,0.0 ,0.0000 ,1069.0 ,0.4612 ,769.0 ,0.3318 ,7 ,2318.0,14.80 
295.0 ,0.1273 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0798 ,0.6271 ,0.0 ,0.0000 ,1069.0 ,0.4612 ,769.0 ,0.3318 ,28 ,2318.0,25.18 
238.0 ,0.1021 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,185.0 ,0.0794 ,0.7773 ,0.0 ,0.0000 ,1118.0 ,0.4798 ,789.0 ,0.3386 ,28 ,2330.0,17.54 
296.0 ,0.1266 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0821 ,0.6486 ,0.0 ,0.0000 ,1085.0 ,0.4641 ,765.0 ,0.3272 ,7 ,2338.0,14.20 
296.0 ,0.1266 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0821 ,0.6486 ,0.0 ,0.0000 ,1085.0 ,0.4641 ,765.0 ,0.3272 ,28 ,2338.0,21.65 
296.0 ,0.1266 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0821 ,0.6486 ,0.0 ,0.0000 ,1085.0 ,0.4641 ,765.0 ,0.3272 ,90 ,2338.0,29.39 
331.0 ,0.1486 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0862 ,0.5801 ,0.0 ,0.0000 ,879.0 ,0.3947 ,825.0 ,0.3705 ,3 ,2227.0,13.52 
331.0 ,0.1423 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0825 ,0.5801 ,0.0 ,0.0000 ,978.0 ,0.4205 ,825.0 ,0.3547 ,7 ,2326.0,16.26 
331.0 ,0.1423 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0825 ,0.5801 ,0.0 ,0.0000 ,978.0 ,0.4205 ,825.0 ,0.3547 ,28 ,2326.0,31.45 
331.0 ,0.1423 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0825 ,0.5801 ,0.0 ,0.0000 ,978.0 ,0.4205 ,825.0 ,0.3547 ,90 ,2326.0,37.23 
349.0 ,0.1458 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0802 ,0.5501 ,0.0 ,0.0000 ,1047.0 ,0.4373 ,806.0 ,0.3367 ,7 ,2394.0,18.13 
349.0 ,0.1458 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0802 ,0.5501 ,0.0 ,0.0000 ,1047.0 ,0.4373 ,806.0 ,0.3367 ,28 ,2394.0,32.72 
349.0 ,0.1458 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0802 ,0.5501 ,0.0 ,0.0000 ,1047.0 ,0.4373 ,806.0 ,0.3367 ,90 ,2394.0,39.49 
349.0 ,0.1458 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0802 ,0.5501 ,0.0 ,0.0000 ,1047.0 ,0.4373 ,806.0 ,0.3367 ,180 ,2394.0,41.05 
349.0 ,0.1458 ,0.0 ,0.0000 ,0.0 ,0.0000 ,0.0000 ,192.0 ,0.0802 ,0.5501 ,0.0 ,0.0000 ,1047.0 ,0.4373 ,806.0 ,0.3367 ,360 ,2394.0,42.13 
